Serial,Gas_Concentration(ppm),Temperature(°C),Pressure(psi),Thermal_Gradient(°C/m),Acoustic_Amplitude(dB),Acoustic_Frequency(Hz),Flow_Rate(L/min),Segment,Leak_Type,Leak_Status
13508,177.04,22.25,84.25,0.87,30.29,319.49,55.77,8,Small,1
13509,0.67,25.74,100.02,0.06,10.52,56.13,61.06,9,Non-Leak,0
13510,671.96,20.96,75.61,1.54,50.23,644.74,52.96,10,Medium,1
13511,0.81,25.2,100.56,0.04,9.98,58.33,60.89,11,Non-Leak,0
13512,1197.01,19.23,60.89,2.32,72.49,771.55,45.66,12,Large,1
13513,0.72,25.55,100.3,0.04,10.56,59.26,60.92,1,Non-Leak,0
13514,158.24,22.76,84.63,0.9,33.41,354.15,55.14,2,Small,1
13515,0.36,25.47,100.24,0.07,10.47,57.43,60.82,3,Non-Leak,0
13516,682.33,21.48,75.15,1.58,50.76,618.65,53.25,4,Medium,1
13517,0.51,25.23,100.95,0.07,9.64,53.34,60.96,5,Non-Leak,0
13518,1103.42,19.82,60.4,2.66,74.16,788.61,44.8,6,Large,1
13519,0.74,25.44,100.31,0.07,10.42,55.09,60.82,7,Non-Leak,0
13520,176.64,22.72,84.84,0.7,32.56,338.18,54.66,8,Small,1
13521,0.57,24.76,100.85,0.05,9.92,55.31,60.99,9,Non-Leak,0
13522,695.36,21.03,75.82,1.78,50.79,610.71,52.7,10,Medium,1
13523,0.43,25.05,100.01,0.03,9.35,55.25,61.09,11,Non-Leak,0
13524,1095.01,19.06,61.81,2.36,73.34,823.23,44.36,12,Large,1
13525,0.6,25.17,100.83,0.06,10.44,54.68,60.91,1,Non-Leak,0
13526,194.42,22.74,83.71,0.75,30.07,323.26,55.18,2,Small,1
13527,0.37,25.06,100.66,0.06,10.07,52.34,61.04,3,Non-Leak,0
13528,672.96,20.82,75.49,1.68,50.55,623.29,52.47,4,Medium,1
13529,0.88,25.31,100.94,0.04,9.1,56.81,60.87,5,Non-Leak,0
13530,1134.94,19.24,61.24,2.41,72.6,837.13,44.77,6,Large,1
13531,0.59,25.27,100.38,0.06,9.76,59.17,61.07,7,Non-Leak,0
13532,183.1,22.51,84.52,0.84,33.53,331.89,55.11,8,Small,1
13533,0.79,25.34,100.87,0.05,10.41,58.79,61.08,9,Non-Leak,0
13534,679.13,20.86,75.88,1.65,51.42,632.5,52.98,10,Medium,1
13535,0.78,25.37,100.37,0.05,10.71,51.34,60.83,11,Non-Leak,0
13536,1126.46,18.57,61.4,2.31,72.27,830.2,44.17,12,Large,1
13537,0.86,25.65,100.48,0.07,10.07,59.01,60.97,1,Non-Leak,0
13538,182.96,22.3,84.51,0.73,30.3,315.16,54.48,2,Small,1
13539,0.74,25.73,100.74,0.05,10.51,50.45,61.04,3,Non-Leak,0
13540,688.37,20.6,76.26,1.72,50.8,642.56,52.77,4,Medium,1
13541,0.73,24.86,100.88,0.04,9.16,50.32,61.01,5,Non-Leak,0
13542,1092.99,19.8,61.77,2.41,73.94,819.39,44.75,6,Large,1
13543,0.74,25.03,100.12,0.05,9.04,58.16,61.01,7,Non-Leak,0
13544,189.82,22.73,84.22,0.74,30.7,336.03,55.61,8,Small,1
13545,0.83,24.89,100.68,0.04,10.62,53.79,60.78,9,Non-Leak,0
13546,669.56,20.86,77.22,1.66,50.94,631.79,52.97,10,Medium,1
13547,0.39,25.32,100.7,0.06,9.03,56.8,60.86,11,Non-Leak,0
13548,1010.72,19.02,61.39,2.45,74.23,826.8,45.72,12,Large,1
13549,0.54,24.88,100.83,0.06,9.15,59.69,60.83,1,Non-Leak,0
13550,199.75,22.45,84.41,0.82,33.6,334.65,54.99,2,Small,1
13551,0.59,25.51,100.53,0.04,10.65,54.95,60.83,3,Non-Leak,0
13552,666.99,21.58,76.76,1.6,50.13,603.84,52.1,4,Medium,1
13553,0.81,25.81,100.45,0.07,9.92,56.18,60.71,5,Non-Leak,0
13554,1105.14,19.55,60.27,2.7,74.34,804.5,45.33,6,Large,1
13555,0.65,25.47,100.15,0.04,10.98,52.56,61.07,7,Non-Leak,0
13556,170.93,22.24,83.34,0.7,30.12,341.56,55.75,8,Small,1
13557,0.34,25.05,100.43,0.04,9.65,53.35,61.09,9,Non-Leak,0
13558,664.42,21.28,76.9,1.68,51.02,649.48,52.68,10,Medium,1
13559,0.76,24.78,100.71,0.06,9.76,54.94,60.99,11,Non-Leak,0
13560,1206.97,19.05,60.99,2.39,75.57,772.33,45.94,12,Large,1
13561,0.4,25.2,100.93,0.07,9.24,58.21,60.98,1,Non-Leak,0
13562,176.41,22.94,83.12,0.84,34.2,313.54,54.16,2,Small,1
13563,0.58,25.78,100.06,0.03,10.54,51.37,60.83,3,Non-Leak,0
13564,703.49,20.84,76.65,1.75,51.58,602.42,53.49,4,Medium,1
13565,0.35,24.7,100.39,0.04,10.79,56.79,60.81,5,Non-Leak,0
13566,1091.08,18.86,61.77,2.59,75.86,793.15,44.28,6,Large,1
13567,0.72,25.03,100.54,0.07,10.04,57.02,60.87,7,Non-Leak,0
13568,151.74,22.76,83.9,0.77,30.74,341.49,55.89,8,Small,1
13569,0.83,25.26,100.69,0.05,9.61,55.21,60.9,9,Non-Leak,0
13570,652.22,21.55,75.2,1.73,51.69,646.64,52.55,10,Medium,1
13571,0.38,24.7,100.02,0.05,9.73,56.85,60.96,11,Non-Leak,0
13572,1113.29,18.56,59.24,2.35,73.82,814.09,44.46,12,Large,1
13573,0.53,25.47,100.04,0.03,10.8,53.04,60.95,1,Non-Leak,0
13574,193.7,22.84,84.56,0.72,33.82,348.53,55.93,2,Small,1
13575,0.84,24.96,100.07,0.05,9.87,57.35,60.91,3,Non-Leak,0
13576,712.47,20.75,77.89,1.66,50.97,645.66,53.35,4,Medium,1
13577,0.43,25.54,100.29,0.05,10.9,54.11,61.04,5,Non-Leak,0
13578,1090.72,18.26,60.26,2.53,75.62,787.12,45.89,6,Large,1
13579,0.43,25.01,100.53,0.04,9.02,53.42,60.88,7,Non-Leak,0
13580,198.68,22.41,84.36,0.84,30.58,333.66,54.33,8,Small,1
13581,0.33,25.45,100.93,0.03,10.39,53.17,60.71,9,Non-Leak,0
13582,704.36,21.07,77.75,1.77,51.0,643.54,52.49,10,Medium,1
13583,0.44,25.34,100.06,0.04,10.98,59.55,60.98,11,Non-Leak,0
13584,1067.73,18.91,59.22,2.69,75.6,789.14,45.66,12,Large,1
13585,0.79,24.9,100.51,0.06,9.19,58.36,60.83,1,Non-Leak,0
13586,176.62,22.44,84.75,0.79,32.23,357.61,55.3,2,Small,1
13587,0.82,24.92,100.13,0.07,9.8,59.12,60.93,3,Non-Leak,0
13588,700.4,21.07,76.6,1.62,51.95,614.35,53.43,4,Medium,1
13589,0.64,25.89,100.78,0.04,10.04,54.52,60.79,5,Non-Leak,0
13590,1123.37,19.12,59.87,2.64,75.51,770.78,44.71,6,Large,1
13591,0.6,25.43,100.84,0.04,9.15,56.99,60.79,7,Non-Leak,0
13592,184.59,22.75,83.53,0.77,33.47,353.33,55.29,8,Small,1
13593,0.85,25.12,100.51,0.04,10.24,59.37,60.75,9,Non-Leak,0
13594,710.34,20.91,77.76,1.62,51.37,607.27,52.95,10,Medium,1
13595,0.77,25.09,100.95,0.05,10.67,59.33,60.77,11,Non-Leak,0
13596,1200.66,18.03,59.46,2.71,73.55,841.84,45.85,12,Large,1
13597,0.37,25.54,100.56,0.05,10.0,52.11,61.0,1,Non-Leak,0
13598,177.64,22.98,84.3,0.74,30.39,321.64,54.67,2,Small,1
13599,0.33,25.73,100.75,0.06,9.43,52.1,61.0,3,Non-Leak,0
13600,663.8,20.71,77.54,1.57,51.29,622.54,52.03,4,Medium,1
13601,0.87,24.83,100.67,0.07,9.69,57.23,61.08,5,Non-Leak,0
13602,1067.45,18.82,61.69,2.48,72.84,842.71,43.91,6,Large,1
13603,0.47,25.57,100.02,0.05,10.21,53.26,60.91,7,Non-Leak,0
13604,176.13,22.33,83.51,0.83,31.74,319.33,54.2,8,Small,1
13605,0.56,25.31,100.55,0.05,9.3,57.39,60.79,9,Non-Leak,0
13606,701.34,21.23,76.27,1.52,50.76,646.44,53.37,10,Medium,1
13607,0.59,24.97,100.96,0.06,9.2,54.56,60.81,11,Non-Leak,0
13608,1006.98,18.11,61.23,2.74,73.71,816.81,44.44,12,Large,1
13609,0.79,25.82,100.32,0.06,10.7,52.62,60.84,1,Non-Leak,0
13610,154.31,22.86,84.23,0.86,34.55,333.17,55.9,2,Small,1
13611,0.86,24.88,100.22,0.03,9.48,50.27,60.75,3,Non-Leak,0
13612,699.36,20.99,77.7,1.7,51.94,630.85,52.05,4,Medium,1
13613,0.7,25.19,100.75,0.07,9.6,51.97,60.79,5,Non-Leak,0
13614,1110.42,18.19,60.96,2.66,73.93,823.26,44.02,6,Large,1
13615,0.72,25.4,100.2,0.06,10.73,53.31,60.9,7,Non-Leak,0
13616,168.71,22.79,83.04,0.87,32.61,336.3,55.39,8,Small,1
13617,0.89,25.83,100.02,0.06,9.63,58.86,60.96,9,Non-Leak,0
13618,715.85,20.63,75.29,1.68,51.32,620.92,52.76,10,Medium,1
13619,0.44,25.11,100.5,0.05,9.97,55.7,60.76,11,Non-Leak,0
13620,1196.7,18.11,60.71,2.78,73.05,771.86,44.16,12,Large,1
13621,0.63,24.91,100.54,0.07,9.89,54.9,60.84,1,Non-Leak,0
13622,187.88,22.32,84.98,0.89,32.3,327.71,54.21,2,Small,1
13623,0.32,25.3,101.0,0.04,10.9,50.99,61.08,3,Non-Leak,0
13624,704.42,20.98,77.0,1.52,51.27,620.06,52.91,4,Medium,1
13625,0.82,25.31,100.57,0.06,9.57,50.17,60.95,5,Non-Leak,0
13626,1036.04,19.02,61.47,2.68,74.99,796.87,43.89,6,Large,1
13627,0.59,24.82,100.54,0.03,9.67,59.31,60.99,7,Non-Leak,0
13628,170.98,22.69,83.12,0.75,31.11,313.23,54.18,8,Small,1
13629,0.58,24.82,100.48,0.05,9.83,51.48,60.86,9,Non-Leak,0
13630,679.89,21.4,76.28,1.55,51.43,638.1,52.02,10,Medium,1
13631,0.63,25.62,100.28,0.06,10.98,55.08,60.96,11,Non-Leak,0
13632,1070.65,18.27,61.24,2.62,73.62,774.92,45.71,12,Large,1
13633,0.66,25.81,100.34,0.05,9.04,52.53,61.05,1,Non-Leak,0
13634,167.73,22.25,83.87,0.74,30.67,326.34,54.69,2,Small,1
13635,0.59,24.75,100.99,0.06,10.88,56.3,60.73,3,Non-Leak,0
13636,714.69,21.31,76.81,1.77,51.0,637.81,53.49,4,Medium,1
13637,0.64,24.88,100.08,0.07,10.72,50.3,60.73,5,Non-Leak,0
13638,1090.54,19.7,60.38,2.38,75.99,797.03,44.22,6,Large,1
13639,0.6,25.62,100.28,0.05,10.05,59.51,61.01,7,Non-Leak,0
13640,179.69,22.82,84.75,0.75,30.79,347.93,54.47,8,Small,1
13641,0.34,25.67,100.54,0.07,9.23,55.53,60.74,9,Non-Leak,0
13642,677.78,21.12,75.49,1.58,50.58,635.13,52.78,10,Medium,1
13643,0.54,24.8,100.27,0.06,9.6,55.73,60.94,11,Non-Leak,0
13644,1057.24,19.58,60.66,2.62,75.08,827.1,44.43,12,Large,1
13645,0.56,25.18,100.43,0.04,9.18,51.71,60.96,1,Non-Leak,0
13646,183.52,22.69,84.06,0.71,34.87,335.74,55.71,2,Small,1
13647,0.51,25.15,100.46,0.07,9.39,58.06,60.82,3,Non-Leak,0
13648,670.59,20.91,75.16,1.67,51.03,630.14,52.19,4,Medium,1
13649,0.71,25.75,100.76,0.03,9.96,55.16,60.92,5,Non-Leak,0
13650,1107.84,19.58,59.17,2.37,75.07,780.83,43.75,6,Large,1
13651,0.8,25.23,100.95,0.07,10.52,54.93,60.74,7,Non-Leak,0
13652,179.0,22.99,83.79,0.83,30.4,352.48,54.65,8,Small,1
13653,0.54,25.16,100.26,0.04,9.26,59.94,60.99,9,Non-Leak,0
13654,678.21,21.14,76.46,1.73,50.49,618.16,52.15,10,Medium,1
13655,0.86,25.42,100.35,0.03,10.82,53.71,60.81,11,Non-Leak,0
13656,1218.27,18.89,60.0,2.52,73.97,842.85,45.6,12,Large,1
13657,0.69,25.31,100.95,0.05,10.62,55.45,60.7,1,Non-Leak,0
13658,195.77,22.54,83.75,0.79,33.74,340.31,55.88,2,Small,1
13659,0.72,25.24,100.58,0.05,10.11,59.41,61.02,3,Non-Leak,0
13660,676.09,21.56,76.38,1.52,51.15,639.76,52.01,4,Medium,1
13661,0.66,25.8,100.25,0.05,10.36,59.61,61.02,5,Non-Leak,0
13662,1153.16,19.63,59.44,2.36,75.19,789.08,43.62,6,Large,1
13663,0.62,25.27,100.49,0.06,9.06,52.01,61.06,7,Non-Leak,0
13664,190.17,22.58,84.92,0.78,34.2,325.93,54.26,8,Small,1
13665,0.69,24.98,100.14,0.06,9.88,57.45,60.83,9,Non-Leak,0
13666,703.02,21.16,77.15,1.79,51.89,615.47,52.05,10,Medium,1
13667,0.47,25.46,100.32,0.05,9.8,52.56,61.05,11,Non-Leak,0
13668,1083.71,18.56,60.62,2.6,73.02,802.64,44.05,12,Large,1
13669,0.39,25.36,100.48,0.07,10.62,57.27,60.87,1,Non-Leak,0
13670,164.9,22.57,84.21,0.73,32.97,342.48,55.89,2,Small,1
13671,0.53,25.19,100.08,0.06,9.57,55.62,60.76,3,Non-Leak,0
13672,701.82,21.27,77.0,1.65,51.45,621.68,52.92,4,Medium,1
13673,0.86,25.45,100.81,0.05,9.1,55.56,60.72,5,Non-Leak,0
13674,1215.66,18.28,61.23,2.73,73.43,843.8,45.74,6,Large,1
13675,0.49,25.22,100.06,0.04,9.08,55.07,61.03,7,Non-Leak,0
13676,152.13,22.61,83.18,0.85,31.15,311.22,55.65,8,Small,1
13677,0.7,24.95,100.7,0.07,9.9,54.81,61.03,9,Non-Leak,0
13678,661.24,21.0,75.39,1.73,51.98,636.38,53.0,10,Medium,1
13679,0.66,25.32,100.45,0.05,10.05,54.5,60.7,11,Non-Leak,0
13680,1191.8,18.96,60.42,2.48,72.42,822.64,45.17,12,Large,1
13681,0.76,25.44,100.1,0.03,10.4,53.13,61.1,1,Non-Leak,0
13682,191.64,22.59,83.52,0.83,32.47,340.33,54.97,2,Small,1
13683,0.57,25.89,100.07,0.06,9.8,58.72,60.88,3,Non-Leak,0
13684,712.88,21.56,77.67,1.62,50.81,600.6,53.25,4,Medium,1
13685,0.83,25.83,100.3,0.03,9.68,53.13,61.03,5,Non-Leak,0
13686,1054.47,18.53,60.29,2.7,73.06,795.81,44.83,6,Large,1
13687,0.44,24.95,100.34,0.07,10.32,59.29,61.02,7,Non-Leak,0
13688,195.03,22.21,84.73,0.89,32.68,356.72,55.02,8,Small,1
13689,0.68,25.3,100.99,0.04,10.83,53.06,60.88,9,Non-Leak,0
13690,706.26,20.66,77.77,1.71,51.04,605.47,53.36,10,Medium,1
13691,0.49,25.67,100.48,0.04,9.89,51.78,61.02,11,Non-Leak,0
13692,1113.32,19.53,61.71,2.71,75.22,827.91,44.57,12,Large,1
13693,0.66,25.9,100.98,0.07,10.96,53.76,60.91,1,Non-Leak,0
13694,180.85,22.9,84.06,0.76,34.32,336.11,54.55,2,Small,1
13695,0.77,25.68,100.87,0.06,9.56,53.6,60.94,3,Non-Leak,0
13696,718.49,20.72,77.01,1.6,50.2,608.13,52.04,4,Medium,1
13697,0.6,24.94,100.55,0.06,9.42,54.76,60.73,5,Non-Leak,0
13698,1203.31,19.5,61.81,2.6,73.36,819.51,44.87,6,Large,1
13699,0.77,25.55,100.52,0.03,9.74,57.28,60.96,7,Non-Leak,0
13700,165.14,22.85,84.5,0.83,33.69,329.54,54.61,8,Small,1
13701,0.52,25.12,100.71,0.03,10.02,54.29,60.75,9,Non-Leak,0
13702,684.35,21.5,75.19,1.55,50.67,634.23,52.54,10,Medium,1
13703,0.46,25.17,100.7,0.06,9.96,51.17,60.72,11,Non-Leak,0
13704,1031.77,19.07,61.3,2.76,72.88,773.56,45.58,12,Large,1
13705,0.46,25.55,100.45,0.06,9.95,58.47,60.75,1,Non-Leak,0
13706,160.71,22.98,83.71,0.86,31.61,344.77,55.53,2,Small,1
13707,0.64,25.52,100.33,0.06,9.52,54.55,60.93,3,Non-Leak,0
13708,673.24,21.46,76.68,1.78,50.58,604.36,52.53,4,Medium,1
13709,0.65,24.83,100.46,0.05,10.79,53.68,61.03,5,Non-Leak,0
13710,1175.98,18.65,59.44,2.62,75.09,828.25,43.66,6,Large,1
13711,0.34,25.65,100.19,0.07,9.68,53.51,60.91,7,Non-Leak,0
13712,154.17,22.63,83.01,0.72,31.53,310.22,55.26,8,Small,1
13713,0.72,25.22,100.85,0.04,9.96,54.52,60.73,9,Non-Leak,0
13714,652.15,20.97,76.82,1.57,51.96,633.68,52.37,10,Medium,1
13715,0.56,25.27,100.56,0.04,9.65,54.86,60.7,11,Non-Leak,0
13716,1137.71,18.55,60.87,2.76,75.83,800.91,44.67,12,Large,1
13717,0.38,25.28,100.02,0.04,9.05,57.63,61.02,1,Non-Leak,0
13718,168.54,22.63,84.73,0.78,31.38,329.26,55.29,2,Small,1
13719,0.54,24.97,100.15,0.06,10.0,55.62,60.78,3,Non-Leak,0
13720,700.08,21.47,76.77,1.71,51.4,646.36,52.06,4,Medium,1
13721,0.48,25.79,100.3,0.06,10.83,54.6,60.98,5,Non-Leak,0
13722,1090.67,18.41,60.85,2.61,74.85,823.82,44.79,6,Large,1
13723,0.65,25.14,100.84,0.06,10.89,52.22,60.74,7,Non-Leak,0
13724,189.08,22.92,84.46,0.85,33.32,328.87,55.63,8,Small,1
13725,0.5,25.63,100.93,0.05,10.97,53.89,60.76,9,Non-Leak,0
13726,677.25,21.43,75.53,1.52,51.18,602.7,52.47,10,Medium,1
13727,0.71,25.54,100.14,0.06,10.69,58.22,60.86,11,Non-Leak,0
13728,1031.83,18.2,60.47,2.79,73.43,823.52,45.43,12,Large,1
13729,0.53,24.98,100.69,0.06,9.63,59.95,60.84,1,Non-Leak,0
13730,179.07,22.62,84.73,0.82,33.49,348.53,55.97,2,Small,1
13731,0.63,25.14,100.15,0.06,9.92,50.04,60.81,3,Non-Leak,0
13732,705.99,21.09,75.22,1.58,51.34,646.93,52.99,4,Medium,1
13733,0.65,24.8,100.02,0.04,9.75,58.93,60.73,5,Non-Leak,0
13734,1081.98,18.38,61.7,2.61,75.17,823.67,44.27,6,Large,1
13735,0.76,25.45,100.99,0.05,9.28,57.38,60.84,7,Non-Leak,0
13736,180.57,22.72,83.72,0.88,32.97,336.26,54.99,8,Small,1
13737,0.34,24.9,100.35,0.07,9.71,54.43,60.85,9,Non-Leak,0
13738,716.27,20.88,75.83,1.55,51.27,646.05,52.68,10,Medium,1
13739,0.85,25.55,100.64,0.05,10.36,54.46,60.9,11,Non-Leak,0
13740,1142.2,18.69,60.8,2.5,74.41,794.72,43.88,12,Large,1
13741,0.89,25.05,100.69,0.04,9.44,57.99,60.72,1,Non-Leak,0
13742,161.77,22.2,83.47,0.75,32.18,324.29,55.05,2,Small,1
13743,0.6,25.57,100.27,0.04,10.9,56.8,60.71,3,Non-Leak,0
13744,697.63,21.17,76.47,1.59,51.89,646.42,53.42,4,Medium,1
13745,0.62,25.2,100.29,0.03,10.49,59.61,60.93,5,Non-Leak,0
13746,1125.29,18.71,60.58,2.54,73.04,787.17,45.49,6,Large,1
13747,0.68,25.41,100.18,0.04,9.02,51.19,60.78,7,Non-Leak,0
13748,150.43,22.85,83.09,0.74,31.65,321.34,54.78,8,Small,1
13749,0.59,25.7,100.78,0.06,10.59,59.87,61.03,9,Non-Leak,0
13750,669.88,20.64,77.11,1.56,50.49,610.86,52.71,10,Medium,1
13751,0.73,25.6,100.27,0.04,10.0,59.22,61.03,11,Non-Leak,0
13752,1032.03,18.05,60.04,2.67,75.08,831.58,44.32,12,Large,1
13753,0.51,25.79,100.15,0.04,9.97,59.35,60.99,1,Non-Leak,0
13754,155.51,22.54,84.67,0.87,30.27,328.91,54.86,2,Small,1
13755,0.86,25.38,100.54,0.03,10.35,56.41,61.04,3,Non-Leak,0
13756,663.04,20.84,75.79,1.52,51.29,622.41,53.32,4,Medium,1
13757,0.31,25.79,100.94,0.04,9.88,51.11,60.86,5,Non-Leak,0
13758,1051.48,19.18,59.77,2.5,74.78,836.18,43.59,6,Large,1
13759,0.4,25.69,100.54,0.06,10.71,59.47,60.77,7,Non-Leak,0
13760,197.68,22.44,84.07,0.75,34.99,343.7,54.1,8,Small,1
13761,0.82,25.37,100.7,0.06,9.85,54.45,60.7,9,Non-Leak,0
13762,719.02,21.36,77.05,1.71,51.81,610.4,53.36,10,Medium,1
13763,0.58,25.39,100.8,0.06,9.62,58.93,60.85,11,Non-Leak,0
13764,1142.79,19.51,59.71,2.54,75.27,770.97,43.83,12,Large,1
13765,0.54,25.26,100.3,0.06,9.5,51.9,60.99,1,Non-Leak,0
13766,172.26,22.85,83.84,0.82,31.22,352.66,55.4,2,Small,1
13767,0.41,24.92,100.28,0.03,10.64,52.37,60.73,3,Non-Leak,0
13768,690.65,21.49,76.68,1.57,50.61,603.09,52.52,4,Medium,1
13769,0.71,25.5,100.45,0.03,10.58,53.59,60.83,5,Non-Leak,0
13770,1136.6,19.39,59.39,2.7,74.8,806.08,44.24,6,Large,1
13771,0.75,25.43,100.99,0.03,9.56,56.73,61.06,7,Non-Leak,0
13772,191.32,22.96,83.07,0.81,33.12,334.93,54.02,8,Small,1
13773,0.42,24.84,100.69,0.04,9.88,58.63,61.06,9,Non-Leak,0
13774,660.33,21.44,76.01,1.59,51.38,602.45,52.54,10,Medium,1
13775,0.76,25.7,100.12,0.03,10.68,53.3,60.94,11,Non-Leak,0
13776,1201.92,18.85,61.86,2.78,72.97,791.51,45.2,12,Large,1
13777,0.6,24.94,100.65,0.04,9.31,53.2,60.72,1,Non-Leak,0
13778,160.94,22.89,83.46,0.73,30.61,320.82,55.8,2,Small,1
13779,0.58,25.11,100.09,0.07,10.33,58.22,60.71,3,Non-Leak,0
13780,664.19,21.11,75.96,1.64,50.58,616.88,52.03,4,Medium,1
13781,0.88,25.77,100.65,0.07,10.57,55.44,60.89,5,Non-Leak,0
13782,1044.33,19.29,61.38,2.59,72.27,778.01,43.92,6,Large,1
13783,0.49,25.24,100.97,0.04,9.8,58.88,60.7,7,Non-Leak,0
13784,198.47,22.79,84.33,0.87,33.69,324.21,54.16,8,Small,1
13785,0.55,24.85,100.77,0.07,10.01,57.24,60.96,9,Non-Leak,0
13786,713.06,21.2,77.22,1.62,51.27,614.44,53.18,10,Medium,1
13787,0.62,25.1,100.3,0.04,10.79,54.16,60.75,11,Non-Leak,0
13788,1059.45,19.52,60.54,2.48,73.03,800.82,43.75,12,Large,1
13789,0.36,25.01,100.81,0.06,9.63,52.28,60.91,1,Non-Leak,0
13790,187.54,22.81,84.78,0.77,30.91,325.67,54.74,2,Small,1
13791,0.89,25.67,100.31,0.06,10.23,56.21,60.87,3,Non-Leak,0
13792,706.91,21.26,75.11,1.75,50.71,615.69,53.13,4,Medium,1
13793,0.43,25.38,100.45,0.07,9.36,56.42,60.76,5,Non-Leak,0
13794,1052.1,18.78,61.89,2.73,72.39,814.55,44.82,6,Large,1
13795,0.32,25.69,100.99,0.06,9.1,54.81,60.95,7,Non-Leak,0
13796,170.26,22.45,83.17,0.84,30.52,334.33,54.55,8,Small,1
13797,0.74,25.22,100.31,0.04,9.12,51.17,60.81,9,Non-Leak,0
13798,698.66,20.97,76.76,1.54,51.86,632.13,53.18,10,Medium,1
13799,0.72,25.38,100.46,0.05,9.77,54.54,61.06,11,Non-Leak,0
13800,1185.14,18.59,60.83,2.38,73.53,804.63,43.83,12,Large,1
13801,0.65,25.15,100.25,0.07,10.23,52.25,60.97,1,Non-Leak,0
13802,196.87,22.53,84.04,0.79,33.55,312.87,55.49,2,Small,1
13803,0.37,25.65,100.07,0.03,10.34,58.8,60.83,3,Non-Leak,0
13804,703.13,21.33,76.45,1.75,50.29,600.7,52.06,4,Medium,1
13805,0.7,25.2,100.11,0.06,9.68,59.08,60.75,5,Non-Leak,0
13806,1176.63,19.23,60.2,2.51,72.39,794.2,44.81,6,Large,1
13807,0.34,25.66,100.49,0.07,10.21,56.2,60.98,7,Non-Leak,0
13808,165.87,22.53,84.97,0.87,30.73,342.95,54.77,8,Small,1
13809,0.87,24.79,100.07,0.03,9.08,57.77,60.76,9,Non-Leak,0
13810,719.21,21.24,75.91,1.68,51.1,629.38,52.08,10,Medium,1
13811,0.41,25.16,100.27,0.06,9.29,55.78,60.92,11,Non-Leak,0
13812,1116.37,18.58,61.16,2.61,72.41,776.42,45.13,12,Large,1
13813,0.84,25.77,100.76,0.04,10.61,54.43,60.85,1,Non-Leak,0
13814,195.71,22.99,83.62,0.81,30.07,321.6,55.87,2,Small,1
13815,0.46,25.38,100.04,0.03,9.7,54.76,60.93,3,Non-Leak,0
13816,650.05,21.1,77.55,1.57,51.87,613.3,52.42,4,Medium,1
13817,0.89,24.79,100.91,0.05,9.43,59.93,60.81,5,Non-Leak,0
13818,1093.74,18.77,59.13,2.44,74.7,843.95,45.16,6,Large,1
13819,0.89,25.35,100.47,0.03,9.91,58.26,61.06,7,Non-Leak,0
13820,169.71,22.52,84.47,0.8,30.86,351.97,55.45,8,Small,1
13821,0.36,25.8,100.35,0.06,10.17,51.11,60.71,9,Non-Leak,0
13822,672.33,21.23,77.27,1.69,50.5,641.32,52.31,10,Medium,1
13823,0.46,24.88,100.87,0.04,9.18,59.65,60.81,11,Non-Leak,0
13824,1171.26,19.88,61.12,2.41,75.2,841.28,45.32,12,Large,1
13825,0.43,25.26,100.67,0.04,10.54,56.42,60.99,1,Non-Leak,0
13826,181.69,22.29,84.4,0.72,33.02,341.64,55.41,2,Small,1
13827,0.76,24.74,100.94,0.05,11.0,50.93,60.71,3,Non-Leak,0
13828,711.21,21.03,77.28,1.6,51.21,633.13,52.8,4,Medium,1
13829,0.4,24.88,100.48,0.06,10.06,51.35,60.8,5,Non-Leak,0
13830,1086.02,19.56,59.99,2.77,73.32,800.26,44.41,6,Large,1
13831,0.9,24.99,100.6,0.07,9.47,53.26,61.05,7,Non-Leak,0
13832,178.15,22.68,83.42,0.87,31.47,355.85,54.06,8,Small,1
13833,0.42,25.32,100.51,0.05,9.27,50.82,60.81,9,Non-Leak,0
13834,652.01,21.09,76.66,1.65,50.38,617.61,52.68,10,Medium,1
13835,0.49,25.41,100.58,0.05,9.22,57.23,60.74,11,Non-Leak,0
13836,1013.89,18.34,59.99,2.59,73.74,805.36,44.23,12,Large,1
13837,0.45,25.06,100.82,0.05,10.57,57.62,60.86,1,Non-Leak,0
13838,179.99,22.74,83.13,0.87,34.63,347.98,54.22,2,Small,1
13839,0.47,25.39,100.24,0.05,9.1,57.54,61.02,3,Non-Leak,0
13840,709.56,20.63,77.87,1.78,50.7,631.58,53.13,4,Medium,1
13841,0.85,25.01,100.92,0.05,9.9,51.3,61.04,5,Non-Leak,0
13842,1097.44,19.77,59.53,2.55,74.09,834.75,44.84,6,Large,1
13843,0.74,25.38,100.72,0.05,10.37,54.44,60.73,7,Non-Leak,0
13844,188.74,22.68,84.83,0.78,30.73,351.86,54.55,8,Small,1
13845,0.78,24.81,100.04,0.07,10.35,51.3,60.88,9,Non-Leak,0
13846,683.55,21.5,75.26,1.5,51.67,633.65,52.87,10,Medium,1
13847,0.51,25.2,100.02,0.05,10.35,50.22,60.98,11,Non-Leak,0
13848,1212.67,18.13,61.59,2.31,74.81,846.13,45.41,12,Large,1
13849,0.43,25.55,100.78,0.04,10.84,52.85,61.09,1,Non-Leak,0
13850,180.85,22.31,84.9,0.75,30.86,320.8,54.56,2,Small,1
13851,0.61,25.62,100.39,0.05,9.84,56.63,60.84,3,Non-Leak,0
